날짜,팀,선수명,타점,득점,타석,타수,안타,볼넷,사구,삼진,2루타,3루타,홈런,희번,희비,병살타,타격방해,고의사구,page_id,단타,TB,Outs,타율,출루율,장타율,OPS,순출루율,순장타율,K%,BB%,BB/K,BABIP,SecA,PA/HR,AB/HR,GPA,RC,RC/27,XR,TAVG,연도,home_stadium,FinalPF,wOBA,wRAA,wRC+,stint_id,ST,SB,CS,병살상황,병살비율,희생번트 성공,희생번트 실패,희번성공 비율
2025-10-04,LG,김민수,1,0,13,11,2,1,0,6,0,0,0,0,1,0,0,0,1758358,2,2,10,0.181818182,0.230769231,0.181818182,0.412587413,0.048951049,0,0.461538462,0.076923077,0.166666667,0.333333333,0.090909091,0,0,0.149300699,0.285714286,0.771428571,1.392,0.3,2025,잠실,0.951258394,0.199753383,-1.411731279,15.62024025,,1,1,0,4,0,0,0,0
2025-10-04,LG,김성우,1,0,5,5,1,0,0,1,0,0,0,0,0,0,0,0,3871042,1,1,4,0.2,0.2,0.2,0.4,0,0,0.2,0,0,0.25,0,0,0,0.14,0.2,1.35,0.672,0.25,2025,잠실,0.951258394,0.186108443,-0.597250039,6.698281612,,0,0,0,1,0,0,0,0
2025-10-04,LG,김주성,1,3,17,15,3,1,1,2,0,0,1,0,0,0,0,0,1838297,2,6,12,0.2,0.294117647,0.4,0.694117647,0.094117647,0.2,0.117647059,0.058823529,0.5,0.166666667,0.266666667,17,15,0.232352941,1.578947368,3.552631579,3.824,0.666666667,2025,잠실,0.951258394,0.321174253,-0.20396248,95.01318283,,2,0,2,2,0,0,0,0
2025-10-04,LG,김준태,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,837885,1,1,0,1,1,1,2,0,0,0,0.5,0,1,1,0,0,0.7,0.666666667,0,0.84,0,2025,잠실,0.951258394,0.833125884,0.790575272,429.7607959,,0,0,0,1,0,0,0,0
2025-10-04,LG,김현수,90,66,552,483,144,64,4,73,24,0,12,0,1,10,0,1,203566,108,204,350,0.298136646,0.384057971,0.422360248,0.806418219,0.085921325,0.124223602,0.132246377,0.115942029,0.876712329,0.330827068,0.256728778,46,40.25,0.278416149,66.13548387,5.101880184,125.046,0.777142857,2025,잠실,0.951258394,0.374686954,16.87711169,130.0033027,,4,4,0,132,7.6,0,0,0
2025-10-04,LG,김현종,0,3,6,5,2,1,0,1,1,0,0,0,0,1,0,0,3781015,1,3,4,0.4,0.5,0.6,1.1,0.1,0.2,0.166666667,0.166666667,1,0.5,0.4,0,0,0.375,0.857142857,5.785714286,1.272,1,2025,잠실,0.951258394,0.495648241,0.760834652,209.0957398,,0,0,0,2,50,0,0,0
2025-10-04,LG,문보경,108,91,607,515,142,79,4,108,21,1,24,0,9,15,0,3,2966754,96,237,397,0.275728155,0.370675453,0.460194175,0.830869628,0.094947298,0.184466019,0.177924217,0.13014827,0.731481481,0.301020408,0.337864078,25.29166667,21.45833333,0.281852498,69.03913043,4.695356478,137.716,0.80604534,2025,잠실,0.951258394,0.377031043,19.69067198,131.5360217,,4,3,1,119,12.6,0,0,0
2025-10-04,LG,문성주,70,57,542,475,145,54,4,59,20,2,3,0,9,10,0,0,1983121,120,178,349,0.305263158,0.374538745,0.374736842,0.749275587,0.069275587,0.069473684,0.108856089,0.099630996,0.915254237,0.336492891,0.183157895,180.6666667,158.3333333,0.262226646,54.58666667,4.223037249,118.758,0.676217765,2025,잠실,0.951258394,0.350916645,6.321834271,114.4607126,,7,4,3,110,9.1,0,0,0
2025-10-04,LG,문정빈,4,5,33,30,5,1,2,11,0,0,2,0,0,0,0,0,3976177,3,11,25,0.166666667,0.242424242,0.366666667,0.609090909,0.075757576,0.2,0.333333333,0.03030303,0.090909091,0.176470588,0.233333333,16.5,15,0.200757576,2.444444444,2.64,5.582,0.56,2025,잠실,0.951258394,0.280414328,-1.466009651,68.361666,,0,0,0,10,0,0,0,0
2025-10-04,LG,박관우,13,12,58,53,14,3,1,11,2,0,2,0,1,1,0,0,3997199,10,22,41,0.264150943,0.310344828,0.41509434,0.725439167,0.046193884,0.150943396,0.189655172,0.051724138,0.272727273,0.292682927,0.20754717,29,26.5,0.243428757,5.677419355,3.738788356,12.122,0.634146341,2025,잠실,0.951258394,0.3290867,-0.330774571,100.1868607,,0,0,0,15,6.7,0,1,0
2025-10-04,LG,박동원,76,57,523,451,114,62,2,124,25,0,22,3,5,10,0,4,468477,67,205,355,0.252771619,0.342307692,0.454545455,0.796853147,0.089536074,0.201773836,0.23709369,0.118546845,0.5,0.296774194,0.33924612,23.77272727,20.5,0.267674825,55.87734242,4.249826043,109.868,0.757746479,2025,잠실,0.951258394,0.359215977,9.553364789,119.8873612,,4,4,0,116,8.6,3,1,75
2025-10-04,LG,박해민,43,80,544,442,122,68,8,94,18,2,3,22,4,7,0,0,844422,99,153,353,0.2760181,0.379310345,0.346153846,0.725464191,0.103292245,0.070135747,0.172794118,0.125,0.723404255,0.340974212,0.2239819,181.3333333,147.3333333,0.257228117,40.71774194,3.114388193,105.598,0.648725212,2025,잠실,0.951258394,0.347526111,4.877801398,112.2437591,,63,49,14,109,6.4,22,3,88
2025-10-04,LG,손용준,1,3,16,15,3,0,1,5,0,0,0,0,0,2,0,0,3988782,3,3,14,0.2,0.25,0.2,0.45,0.05,0,0.3125,0,0,0.3,0,0,0,0.1625,0.352941176,0.680672269,1.24,0.285714286,2025,잠실,0.951258394,0.222422551,-1.44896248,30.44283165,,1,1,0,4,50,0,0,0
2025-10-04,LG,송찬의,20,18,166,147,31,9,8,49,9,1,3,1,1,4,0,0,3196459,18,51,122,0.210884354,0.290909091,0.346938776,0.637847866,0.080024737,0.136054422,0.295180723,0.054216867,0.183673469,0.291666667,0.197278912,55.33333333,49,0.217643785,11.70491803,2.590432679,26.778,0.557377049,2025,잠실,0.951258394,0.298255057,-5.018389628,80.02710652,,4,2,2,36,11.1,1,1,50
2025-10-04,LG,신민재,61,87,538,463,145,62,3,57,15,7,1,6,4,7,0,0,2484309,122,177,335,0.313174946,0.394736842,0.382289417,0.777026259,0.081561896,0.069114471,0.105947955,0.115241636,1.087719298,0.35207824,0.203023758,538,463,0.273203933,56.65174129,4.565961239,119.654,0.72238806,2025,잠실,0.951258394,0.365942311,12.70628894,124.2854805,,24,15,9,89,7.9,6,5,54.5
2025-10-04,LG,오스틴,95,82,499,425,133,61,2,62,25,1,31,0,11,11,0,7,3333938,76,253,314,0.312941176,0.392785571,0.595294118,0.988079689,0.079844395,0.282352941,0.124248497,0.122244489,0.983870968,0.297376093,0.425882353,16.09677419,13.70967742,0.325577036,78.33096085,6.735464787,137.094,1.006369427,2025,잠실,0.951258394,0.429469139,37.00418948,165.8234948,,3,3,0,138,8,0,0,0
2025-10-04,LG,오지환,62,57,472,419,106,37,3,115,24,1,16,7,6,4,0,0,273675,65,180,330,0.252983294,0.313978495,0.429594272,0.743572767,0.060995201,0.176610979,0.243644068,0.078389831,0.32173913,0.306122449,0.264916468,29.5,26.1875,0.248688891,45.3515625,3.710582386,95.03,0.666666667,2025,잠실,0.951258394,0.336719944,0.174475686,105.1779772,,16,9,7,111,3.6,7,3,70
2025-10-04,LG,유영찬,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,3611491,0,0,1,0,0.5,0,0.5,0.5,0,0,0.5,0,0,1,0,0,0.225,0,0,0.43,1,2025,잠실,0.951258394,0.367854777,0.050278217,125.5359766,,0,0,0,,8.8,,,73.1
2025-10-04,LG,이영빈,9,12,75,72,15,1,0,35,1,1,3,1,1,1,0,0,2852445,10,27,60,0.208333333,0.216216216,0.375,0.591216216,0.007882883,0.166666667,0.466666667,0.013333333,0.028571429,0.342857143,0.180555556,25,24,0.191047297,4.618421053,2.078289474,10.01,0.466666667,2025,잠실,0.951258394,0.260593181,-4.514500353,55.40129756,,1,1,0,15,6.7,1,0,100
2025-10-04,LG,이주헌,9,22,156,128,28,18,8,30,3,0,4,2,0,2,0,0,3890122,21,43,104,0.21875,0.350649351,0.3359375,0.686586851,0.131899351,0.1171875,0.192307692,0.115384615,0.6,0.255319149,0.2578125,39,32,0.241776583,11.81318681,3.066885038,29.96,0.663461538,2025,잠실,0.951258394,0.332651179,-0.447294613,102.5175507,,0,0,0,37,5.4,2,3,40
2025-10-04,LG,천성호,17,24,199,173,41,17,5,29,9,2,1,4,0,2,0,0,2717987,29,57,138,0.23699422,0.323076923,0.329479769,0.652556692,0.086082703,0.092485549,0.145728643,0.085427136,0.586206897,0.27972028,0.190751445,199,173,0.227754558,14.70135747,2.876352548,37.828,0.572463768,2025,잠실,0.951258394,0.310191169,-4.126351573,85.35628556,1,4,3,1,41,4.9,4,2,66.7
2025-10-04,LG,최승민,0,6,6,5,0,1,0,2,0,0,0,0,0,0,0,0,1229560,0,0,5,0,0.166666667,0,0.166666667,0.166666667,0,0.333333333,0.166666667,0.5,0,0.2,0,0,0.075,0,0,0.414,0.2,2025,잠실,0.951258394,0.122618259,-1.019759457,-34.81577185,,3,1,2,,8.8,,,73.1
2025-10-04,LG,최원영,2,37,115,103,29,4,4,20,5,0,0,3,1,4,0,0,3806394,24,34,82,0.281553398,0.330357143,0.330097087,0.66045423,0.048803745,0.048543689,0.173913043,0.034782609,0.2,0.345238095,0.087378641,0,0,0.231184986,8.016260163,2.639500297,20.23,0.512195122,2025,잠실,0.951258394,0.311451575,-2.269262008,88.65585728,,12,8,4,24,16.7,3,1,75
2025-10-04,LG,함창건,2,2,36,32,6,3,0,9,2,0,0,0,1,1,0,0,3640419,4,8,28,0.1875,0.25,0.25,0.5,0.0625,0.0625,0.25,0.083333333,0.333333333,0.25,0.15625,0,0,0.175,1.435897436,1.384615385,5.108,0.392857143,2025,잠실,0.951258394,0.237349247,-2.83266558,40.20288595,,0,0,0,8,12.5,0,0,0
2025-10-04,LG,홍창기,16,32,215,174,50,29,6,40,4,0,1,2,4,4,0,0,1607303,45,57,134,0.287356322,0.399061033,0.327586207,0.72664724,0.111704711,0.040229885,0.186046512,0.134883721,0.725,0.357664234,0.206896552,215,174,0.261474017,17.1,3.445522388,42.44,0.686567164,2025,잠실,0.951258394,0.352766979,2.82422772,115.670583,,3,3,0,36,11.1,2,0,100
2025-10-04,NC,고승완,0,5,11,10,2,1,0,5,0,0,0,0,0,0,0,0,4070488,2,2,8,0.2,0.272727273,0.2,0.472727273,0.072727273,0,0.454545455,0.090909091,0.2,0.4,0.1,0,0,0.172727273,0.5,1.6875,1.12,0.375,2025,창원,1.010028481,0.23607218,-0.876712441,33.49084729,,3,2,1,4,0,0,0,0
2025-10-04,NC,권희동,39,56,456,358,88,77,11,80,24,0,6,8,2,10,0,0,923902,58,130,290,0.245810056,0.392857143,0.363128492,0.755985634,0.147047087,0.117318436,0.175438596,0.168859649,0.9625,0.299270073,0.332402235,76,59.66666667,0.267567837,37.27941176,3.470841785,91.46,0.751724138,2025,창원,1.010028481,0.363881851,10.02216367,117.0612076,,10,5,5,88,11.4,8,3,72.7
2025-10-04,NC,김범준,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,4070525,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.098,0,2025,창원,1.010028481,0,-0.267509419,-120.8686548,,0,0,0,,8.8,,,73.1
2025-10-04,NC,김정호,0,3,11,9,4,0,1,4,0,0,0,1,0,0,0,0,4070752,4,4,6,0.444444444,0.5,0.444444444,0.944444444,0.055555556,0,0.363636364,0,0,0.8,0,0,0,0.336111111,1.333333333,6,2.078,0.833333333,2025,창원,1.010028481,0.448930303,0.986030195,172.6714735,,0,0,0,2,0,1,0,100
2025-10-04,NC,김주원,65,98,624,539,156,63,16,111,26,8,15,4,2,8,0,1,2852202,107,243,397,0.289424861,0.379032258,0.450834879,0.829867137,0.089607397,0.161410019,0.177884615,0.100961538,0.567567568,0.339759036,0.278293135,41.6,35.93333333,0.283273236,76.39118065,5.195369969,140.452,0.811083123,2025,창원,1.010028481,0.381375504,22.39884401,128.4997071,,55,44,11,117,6.8,4,1,80
2025-10-04,NC,김한별,5,14,72,64,20,3,3,5,2,0,0,2,0,2,0,0,3196401,18,22,48,0.3125,0.371428571,0.34375,0.715178571,0.058928571,0.03125,0.069444444,0.041666667,0.6,0.338983051,0.078125,0,0,0.253080357,6.205128205,3.490384615,14.84,0.583333333,2025,창원,1.010028481,0.341050948,0.274694518,102.1328635,,1,1,0,10,20,2,0,100
2025-10-04,NC,김형준,55,51,415,362,84,45,3,126,10,1,18,3,2,7,0,0,1986399,55,150,290,0.232044199,0.32038835,0.414364641,0.73475299,0.088344151,0.182320442,0.303614458,0.108433735,0.357142857,0.3,0.306629834,23.05555556,20.11111111,0.247765918,38.87688985,3.619572503,77.582,0.682758621,2025,창원,1.010028481,0.337476139,0.403067013,99.79541817,,3,3,0,79,8.9,3,0,100
2025-10-04,NC,김휘집,56,64,500,429,107,40,27,89,18,2,17,2,2,9,0,0,2851452,70,180,335,0.249417249,0.34939759,0.41958042,0.76897801,0.099980341,0.17016317,0.178,0.08,0.449438202,0.276923077,0.263403263,29.41176471,25.23529412,0.262124021,51.11111111,4.119402985,107.038,0.737313433,2025,창원,1.010028481,0.356913787,8.217477111,112.5050294,,12,10,2,94,9.6,2,1,66.7
2025-10-04,NC,데이비슨,97,63,439,386,113,31,8,118,18,0,36,0,14,10,0,1,3747555,59,239,297,0.292746114,0.346241458,0.619170984,0.965412442,0.053495344,0.32642487,0.268792711,0.070615034,0.262711864,0.31300813,0.406735751,12.19444444,10.72222222,0.310601402,64,5.818181818,111.336,0.936026936,2025,창원,1.010028481,0.415764973,27.76862926,150.9858016,,1,1,0,87,11.5,0,0,0
2025-10-04,NC,도태훈,8,9,98,77,14,7,8,16,4,1,1,6,0,2,0,0,1499730,8,23,71,0.181818182,0.315217391,0.298701299,0.61391869,0.133399209,0.116883117,0.163265306,0.071428571,0.4375,0.216666667,0.207792208,98,77,0.216523151,4.274336283,1.625451826,16.622,0.535211268,2025,창원,1.010028481,0.301141157,-2.737650845,76.03721986,,3,3,0,20,10,6,0,100
2025-10-04,NC,박건우,67,43,442,384,111,47,5,63,24,1,9,1,5,6,0,2,373391,77,164,285,0.2890625,0.369614512,0.427083333,0.796697846,0.080552012,0.138020833,0.142533937,0.106334842,0.746031746,0.321766562,0.260416667,49.11111111,42.66666667,0.273097364,50.12955466,4.749115704,99.676,0.757894737,2025,창원,1.010028481,0.365578557,10.31108704,118.1706255,,10,6,4,75,8,1,0,100
2025-10-04,NC,박민우,67,64,468,404,122,44,12,64,25,8,3,4,4,5,0,5,678905,86,172,295,0.301980198,0.38362069,0.425742574,0.809363264,0.081640492,0.123762376,0.136752137,0.094017094,0.6875,0.348973607,0.232673267,156,134.6666667,0.279064954,54.16030534,4.957044896,105.368,0.772881356,2025,창원,1.010028481,0.370544981,12.76671819,121.4179999,,36,28,8,95,5.3,4,4,50
2025-10-04,NC,박세혁,10,8,93,86,14,5,1,28,3,0,2,0,1,4,0,0,836256,9,23,77,0.162790698,0.215053763,0.26744186,0.482495624,0.052263066,0.104651163,0.301075269,0.053763441,0.178571429,0.210526316,0.162790698,46.5,43,0.163634659,3.484848485,1.221959858,11.686,0.376623377,2025,창원,1.010028481,0.225113368,-8.223010115,26.32525577,,1,1,0,21,19,0,0,0
2025-10-04,NC,박시원,4,12,60,54,11,5,0,18,2,0,1,1,0,1,0,0,2856687,8,16,45,0.203703704,0.271186441,0.296296296,0.567482737,0.067482737,0.092592593,0.3,0.083333333,0.277777778,0.285714286,0.185185185,60,54,0.196107972,3.446153846,2.067692308,8.736,0.466666667,2025,창원,1.010028481,0.268376186,-3.240091996,54.61332896,,1,1,0,10,10,1,1,50
2025-10-04,NC,박영빈,1,8,5,4,1,1,0,2,0,0,0,0,0,0,0,0,3637074,1,1,3,0.25,0.4,0.25,0.65,0.15,0,0.4,0.2,0.5,0.5,0.25,0,0,0.2425,0.333333333,3,0.734,0.666666667,2025,창원,1.010028481,0.333250354,-0.011952984,97.03232205,,6,4,2,,8.8,,,73.1
2025-10-04,NC,박한결,3,2,19,17,2,2,0,8,0,0,2,0,0,0,0,0,3692930,0,8,15,0.117647059,0.210526316,0.470588235,0.681114551,0.092879257,0.352941176,0.421052632,0.105263158,0.25,0,0.470588235,9.5,8.5,0.212383901,1.523809524,2.742857143,3.406,0.666666667,2025,창원,1.010028481,0.298078284,-0.577066008,74.03451222,,0,0,0,,8.8,,,73.1
2025-10-04,NC,서호철,30,25,292,263,70,8,7,51,7,1,3,10,4,7,0,0,2715863,59,88,214,0.266159696,0.30141844,0.33460076,0.6360192,0.035258744,0.068441065,0.174657534,0.02739726,0.156862745,0.314553991,0.098859316,97.33333333,87.66666667,0.219288488,18.34527687,2.314591007,52.072,0.481308411,2025,창원,1.010028481,0.295199277,-9.537392352,72.15202795,,10,7,3,63,11.1,10,2,83.3
2025-10-04,NC,송승환,2,0,15,15,3,0,0,6,1,0,0,0,0,0,0,0,2504848,2,4,12,0.2,0.2,0.266666667,0.466666667,0,0.066666667,0.4,0,0,0.333333333,0.066666667,0,0,0.156666667,0.8,1.8,1.672,0.333333333,2025,창원,1.010028481,0.21124814,-1.491750116,17.25925915,,0,0,0,2,0,0,0,0
2025-10-04,NC,안인산,1,0,7,6,0,0,0,3,0,0,0,0,1,0,0,0,2868853,0,0,7,0,0,0,0,0,0,0.428571429,0,0,0,0,0,0,0,0,0,0.346,0,2025,창원,1.010028481,0,-1.872565931,-120.8686548,,0,0,0,1,0,0,0,0
2025-10-04,NC,안중열,6,2,60,49,7,8,2,15,3,0,0,1,0,0,0,0,1012723,4,10,43,0.142857143,0.288135593,0.204081633,0.492217226,0.14527845,0.06122449,0.25,0.133333333,0.533333333,0.205882353,0.224489796,0,0,0.180681425,2.285714286,1.435215947,8.56,0.465116279,2025,창원,1.010028481,0.255339435,-3.862378751,46.08904472,,0,0,0,12,0,1,0,100
2025-10-04,NC,오영수,23,14,179,155,36,22,2,47,5,0,3,0,0,0,0,0,1958785,28,50,119,0.232258065,0.335195531,0.322580645,0.657776176,0.102937466,0.090322581,0.262569832,0.122905028,0.468085106,0.314285714,0.232258065,59.66666667,51.66666667,0.23148315,14.77832512,3.353065364,31.954,0.621848739,2025,창원,1.010028481,0.316208667,-2.85472557,85.88934757,,5,3,2,26,0,0,0,0
2025-10-04,NC,오태양,1,6,13,12,3,1,0,3,0,0,0,0,0,0,0,0,3044819,3,3,9,0.25,0.307692308,0.25,0.557692308,0.057692308,0,0.230769231,0.076923077,0.333333333,0.333333333,0.083333333,0,0,0.200961538,0.857142857,2.571428571,2.086,0.444444444,2025,창원,1.010028481,0.271333553,-0.671434224,56.54704994,,3,2,1,2,0,0,0,0
2025-10-04,NC,이우성,33,28,337,300,75,31,2,66,22,1,3,1,3,8,0,0,1116690,49,108,237,0.25,0.321428571,0.36,0.681428571,0.071428571,0.11,0.195845697,0.091988131,0.46969697,0.307692308,0.213333333,112.3333333,100,0.234642857,28.02162162,3.19233664,62.952,0.594936709,2025,창원,1.010028481,0.317383893,-5.059458909,88.22567892,1,3,2,1,56,14.3,1,2,33.3
2025-10-04,NC,천재환,31,47,294,261,62,17,5,58,10,3,6,6,5,3,0,0,3243743,43,96,213,0.237547893,0.291666667,0.367816092,0.659482759,0.054118774,0.130268199,0.197278912,0.057823129,0.293103448,0.277227723,0.195402299,49,43.5,0.223204023,21.26582278,2.695667677,55.926,0.55399061,2025,창원,1.010028481,0.301908684,-8.033433422,76.53907916,,20,15,5,63,4.8,6,3,66.7
2025-10-04,NC,최원준,44,62,449,413,100,23,6,71,13,3,6,2,5,5,0,0,1631314,78,137,325,0.242130751,0.288590604,0.331719128,0.620309732,0.046459853,0.089588378,0.158129176,0.051224944,0.323943662,0.275659824,0.14527845,74.83333333,68.83333333,0.212795554,33.5334728,2.785857741,84.882,0.510769231,2025,창원,1.010028481,0.287747165,-17.32729764,68.84713774,1,34,26,8,93,5.4,2,5,28.6
2025-10-04,NC,최정원,11,40,155,120,33,18,12,22,3,0,0,4,1,0,0,0,2697419,30,36,92,0.275,0.417218543,0.3,0.717218543,0.142218543,0.025,0.141935484,0.116129032,0.818181818,0.333333333,0.175,0,0,0.262748344,11.28648649,3.312338425,31.584,0.717391304,2025,창원,1.010028481,0.359520275,2.868826456,114.2093228,,36,30,6,29,0,4,2,66.7
2025-10-04,NC,한석현,21,18,138,113,22,12,7,27,5,0,3,4,2,1,0,0,2715047,14,36,98,0.194690265,0.305970149,0.318584071,0.62455422,0.111279884,0.123893805,0.195652174,0.086956522,0.444444444,0.223529412,0.230088496,46,37.66666667,0.217332585,7.796178344,2.147926687,25.024,0.56122449,2025,창원,1.010028481,0.298898028,-4.101324747,74.57051437,,2,1,1,20,5,4,0,100
2025-10-04,NC,한재환,4,2,31,27,5,2,2,14,0,0,0,0,0,0,0,0,3892648,5,5,22,0.185185185,0.290322581,0.185185185,0.475507766,0.105137395,0,0.451612903,0.064516129,0.142857143,0.384615385,0.074074074,0,0,0.176941458,1.285714286,1.577922078,3.208,0.409090909,2025,창원,1.010028481,0.247045114,-2.200118487,40.66567234,,0,0,0,11,0,0,0,0
2025-10-04,NC,홍종표,3,16,85,73,12,7,0,23,0,0,0,4,1,1,0,0,2778771,12,12,67,0.164383562,0.234567901,0.164383562,0.398951463,0.07018434,0,0.270588235,0.082352941,0.304347826,0.235294118,0.095890411,0,0,0.146651446,1.695652174,0.683322518,9.706,0.28358209,2025,창원,1.010028481,0.201437944,-9.11663709,13.63033254,1,3,1,2,23,4.3,4,2,66.7
2025-10-04,SSG,고명준,64,46,500,471,131,20,2,99,20,1,17,0,7,12,0,1,2966322,93,204,359,0.278131635,0.306,0.433121019,0.739121019,0.027868365,0.154989384,0.198,0.04,0.202020202,0.314917127,0.197452229,29.41176471,27.70588235,0.245980255,52.36781609,3.938526558,103.948,0.629526462,2025,문학,1.027807914,0.331634335,-1.838113647,94.19771996,,2,2,0,97,12.4,0,0,0
2025-10-04,SSG,김성욱,13,10,132,123,24,7,1,35,6,0,2,1,0,2,0,0,678893,16,36,102,0.195121951,0.244274809,0.292682927,0.536957736,0.049152858,0.097560976,0.265151515,0.053030303,0.2,0.255813953,0.154471545,66,61.5,0.183094396,7.457142857,1.97394958,19.55,0.431372549,2025,문학,1.027807914,0.250715045,-8.982855303,41.61956789,1,3,1,2,28,7.1,1,1,50
2025-10-04,SSG,김성현,11,15,137,115,25,16,1,20,3,0,1,4,1,4,0,0,468484,21,31,99,0.217391304,0.315789474,0.269565217,0.585354691,0.098398169,0.052173913,0.145985401,0.116788321,0.8,0.252631579,0.191304348,137,115,0.209496568,6.642857143,1.811688312,23.27,0.484848485,2025,문학,1.027807914,0.286457299,-5.427532114,64.65800498,,2,1,1,30,13.3,4,1,80
2025-10-04,SSG,김수윤,0,0,12,11,1,0,1,4,0,0,0,0,0,0,0,0,2998448,1,1,10,0.090909091,0.166666667,0.090909091,0.257575758,0.075757576,0,0.333333333,0,0,0.142857143,0,0,0,0.097727273,0.153846154,0.415384615,0.988,0.2,2025,문학,1.027807914,0.141473032,-1.859518915,-30.14223414,,0,0,0,2,0,0,0,0
2025-10-04,SSG,김찬형,5,4,78,73,13,3,1,13,2,0,0,1,0,3,0,0,1803602,11,15,64,0.178082192,0.220779221,0.205479452,0.426258673,0.042697029,0.02739726,0.166666667,0.038461538,0.230769231,0.216666667,0.068493151,0,0,0.150720512,2.37804878,1.003239329,10.186,0.296875,2025,문학,1.027807914,0.205526007,-8.112177585,11.73980913,,0,0,0,18,16.7,1,0,100
2025-10-04,SSG,김태윤,0,0,4,2,1,2,0,0,0,0,0,0,0,0,0,0,4071364,1,1,1,0.5,0.75,0.5,1.25,0.25,0,0,0.5,0,0.5,1,0,0,0.4625,0.5,13.5,1.27,3,2025,문학,1.027807914,0.600490331,0.840853489,269.9934343,,2,1,1,1,0,0,0,0
